"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9682","Order Validation","","2026-07-16","passed","2026-07-16","","clientPage.spec.js","",""
